10.85521	6.37361
12.05944	3.44407
13.26306	0.27618
14.46603	0.28309
15.66827	0.291
16.86973	0.18775
18.07036	0.13801
19.27008	0.18424
20.46885	0.15465
21.6666		0.1582
22.86328	0.13388
24.05882	0.23099
25.25317	0.17443
26.44628	0.17162
27.63807	0.14383
32.39104	0.11501
34.75821	0.09603
35.93927	0.08611
38.29606	0.11223
40.6454		0.11084
42.98684	0.09922
45.31997	0.09865
47.64437	0.09931
49.95965	0.08197
52.2654		0.07187
54.56123	0.0686
56.84679	0.07823
59.12169	0.08027
61.38558	0.07181
63.63813	0.08648
63.63813	0.08544
65.87901	0.08179
68.10789	0.10249
70.32449	0.1275
74.71968	0.18501
#
#
