11.72086	4.248
12.89099	1.05097
14.06055	1.2133
15.2295		1.30831
16.3978		1.11545
17.56538	0.47601
18.7322		0.43514
19.89822	0.46976
21.06337	0.46437
22.22762	0.50627
23.39091	0.3712
24.55319	0.25509
25.71441	0.23394
26.87454	0.19007
29.19128	0.13737
31.50303	0.08718
33.80941	0.08209
34.96047	0.07303
37.25811	0.09263
39.54947	0.10012
41.83418	0.11247
44.1119		0.11098
46.38229	0.11845
48.64501	0.10491
50.89973	0.10118
53.14613	0.09111
55.38392	0.08893
57.61278	0.07086
59.83242	0.06205
62.04258	0.07169
64.24297	0.07119
66.43335	0.0707
68.61347	0.08347
72.94201	0.11008


