13.35178	0.01425
14.68346	0.01321
17.34372	0.01211
18.67212	0.00576
19.99925	0.00396
21.32502	0.00367
22.64933	0.0048
25.29322	0.00431
26.61262	0.00624
23.97209	0.00241
26.61262	0.04634
29.24588	0.06049
31.87114	0.04398
34.48768	0.03229
37.09478	0.04032
42.27777	0.06891
44.85223	0.06462
47.41439	0.02549
49.96355	0.02276
52.499		0.06145
55.02005	0.04853
57.52603	0.06925
60.01625	0.04829
62.49007	0.04586
64.94681	0.07278
69.80659	0.06321
74.59068	0.0388
76.95289	0.04702
81.61493	0.05584
83.91375	0.04794
86.19047	0.0432
88.44466	0.05138

