12.42862	1.83215
13.66879	1.75912
16.14677	1.3044
18.62113	1.26415
19.85678	1.1498
21.09132	1.2644
23.55678	1.19212
24.78758	1.28117
22.32467	1.09348
24.78758	1.28124
27.24494	1.45994
29.69623	1.13513
32.14091	1.09543
34.57843	1.07364
37.00829	0.97821
39.42996	0.87723
41.84291	0.88304
44.24666	0.67946
46.64068	0.60414
49.0245		0.72632
51.39763	0.6653
53.7596		0.66843
56.10994	0.6238
58.44821	0.62466
60.77395	0.65419
63.08675	0.50868
65.38619	0.66624
67.67188	0.7051
69.94342	0.71242
72.20046	0.75671
76.66963	0.78925
78.88111	0.80859
81.0768		0.79368
83.25642	0.81945
85.41971	0.82251
87.56644	0.67744
89.69641	0.65846
91.80944	0.65061
93.90535	0.64271
95.98401	0.62746
98.04531	0.60482
100.08916	0.60436
102.11549	0.58672
106.11549	0.57994
108.08916	0.5671
110.04531	0.56944
