11.77465	1.77846
12.9501		1.47221
15.29921	0.82472
16.47277	0.88572
17.6456		0.7385
18.81765	0.53589
22.32859	0.50206
23.497		0.47282
21.1592		0.53444
25.83066	0.54578
28.15977	0.49383
30.48394	0.47345
32.80277	0.32369
35.11589	0.21203
37.42291	0.19039
39.72345	0.17443
42.01716	0.18067
44.30366	0.19402
46.5826		0.19041
48.85364	0.18434
51.11644	0.20473
53.37066	0.18935
55.616		0.1674
57.85215	0.16013
60.07879	0.14721
62.29564	0.14529
64.50244	0.13766
66.6989		0.13239
68.88478	0.13279
71.05983	0.1502
73.22384	0.15649
75.37658	0.16121
77.51786	0.16581
79.64748	0.17428
81.76529	0.1749
83.87112	0.18284
85.96483	0.18676
88.0463		0.16697
90.11542	0.15505
92.1721		0.16639
94.21626	0.15368
96.24785	0.13577
98.26682	0.13424
100.27315	0.11094
102.26682	0.09646
104.24785	0.10229
106.21626	0.07679
