11.54082	3032.5056
12.69314	2533.0824
14.99621	1765.06996
16.14688	1484.381
17.2969		1298.63484
18.44625	1052.97772
19.59486	1024.8536
21.88972	677.89348
20.7427		722.57536
23.03588	583.097
25.32544	370.74892
27.61103	183.56207
29.8923		103.73112
32.16891	53.34598
34.44053	24.35886
36.70683	7.057
38.96748	1.82323
41.22216	2.64574
43.47057	5.55289
45.71239	8.72434
47.94732	16.94385
50.17508	19.2867
52.39538	19.9023
54.60795	18.8301
56.81252	17.28735
59.00884	17.514
61.19665	13.3355
63.37572	10.94814
65.54583	8.78153
67.70675	7.28496
69.85828	7.26341
72.00023	6.03228
74.13242	5.78445
76.25467	5.46379
78.36683	5.48822
80.46875	5.34068
82.5603		4.80326
84.64136	4.58304
86.71183	4.22948
88.77161	3.66207
90.82064	3.14325
92.85883	2.91435
94.88615	2.37264
96.90255	2.0196
98.90802	1.74993
100.9025	1.54364
102.8861	1.25586
104.8588	1.02927
#	
