19.5117220909	380.2678988466	0.5	3.8026789885
20.4826021368	2.4378375145	0.5	0.0243783751
20.725216176	251.3225845391	0.5	2.5132258454
21.695233387	108.6963935354	0.5	1.0869639354
22.9067297156	7.8204938055	0.5	0.0782049381
22.9067297156	70.2275762969	0.5	0.702275763
23.1488872917	111.3584224315	0.5	1.1135842243
24.1170286766	42.5679522566	0.5	0.4256795226
25.3260680471	8.4627298352	0.5	0.0846272984
26.5337858414	16.5620353426	0.5	0.1656203534
26.7751653739	41.8565888845	0.5	0.4185658888
26.7751653739	45.9811786632	0.5	0.4598117866
27.740120325	8.8651863835	0.5	0.0886518638
28.9450100288	13.6800182599	0.5	0.1368001826
29.1858092063	18.19577945	0.5	0.1819577945
30.1483937646	16.9879280919	0.5	0.1698792809
31.3502106394	23.0172842506	0.5	0.2301728425
31.5903806542	13.8361193145	0.5	0.1383611931
32.190517715	13.9901722523	0.5	0.1399017225
32.5504000715	28.7340083524	0.5	0.2873400835
32.7902373564	17.0685183727	0.5	0.1706851837
33.7489018057	32.1728511028	0.5	0.321728511
33.9883943503	22.7446283201	0.5	0.2274462832
34.5868167421	27.0521389367	0.5	0.2705213894
34.5868167421	25.3537198742	0.5	0.2535371987
36.1406028903	41.9013159441	0.5	0.4190131594
36.3793702084	33.2180382089	0.5	0.3321803821
38.5248390063	42.6678417409	0.5	0.4266784174
38.7628339462	38.3083386065	0.5	0.3830833861
39.714011004	42.8881456975	0.5	0.428881457
39.9516022768	40.8400930427	0.5	0.4084009304
42.0861731703	40.131211527	0.5	0.4013121153
42.0861731703	37.875010677	0.5	0.3787501068
42.3229225922	44.4835044227	0.5	0.4448350442
42.3229225922	40.7861751995	0.5	0.407861752
42.3229225922	39.9447754533	0.5	0.3994477545
43.5053602304	22.1970720754	0.5	0.2219707208
44.685574091	25.0065039312	0.5	0.2500650393
45.6281064469	29.5601075685	0.5	0.2956010757
45.8635082288	32.3790010287	0.5	0.3237900103
46.1081142587	25.4799020791	0.5	0.2547990208
47.0391072244	23.6013841068	0.5	0.2360138411
47.30433247	22.55312769	0.5	0.2255312769
48.4987257245	20.4577988093	0.5	0.2045779881
48.4987257245	20.1580741602	0.5	0.2015807416
49.1491260625	20.3567001225	0.5	0.2035670012
49.3830808606	23.7953071539	0.5	0.2379530715
49.6912349614	17.3607760802	0.5	0.1736077608
50.5513474713	18.8654872313	0.5	0.1886548723
50.5513474713	19.4836414233	0.5	0.1948364142
50.8818015178	15.6379441509	0.5	0.1563794415
51.4841264528	15.1261585862	0.5	0.1512615859
51.7170629214	17.7739041283	0.5	0.1777390413
52.0703671468	13.2585183981	0.5	0.132585184
52.880174723	15.5221041267	0.5	0.1552210413
54.0406310369	13.9338599113	0.5	0.1393385991
54.441264821	10.7098564363	0.5	0.1070985644
55.198380694	11.6820836666	0.5	0.1168208367
55.6234826136	9.6143413445	0.5	0.0961434134
55.7762247242	11.0643494631	0.5	0.1106434946
56.3533732162	10.5934711601	0.5	0.1059347116
56.3533732162	10.4837432616	0.5	0.1048374326
56.803471011	8.6318762466	0.5	0.0863187625
57.5055588387	9.2897593331	0.5	0.0928975933
57.9811741195	7.9498991804	0.5	0.0794989918
58.0805837114	6.3176425871	0.5	0.0631764259
58.0805837114	8.5056975398	0.5	0.0850569754
59.1565365737	7.460831435	0.5	0.0746083143
59.8013140217	7.8660499972	0.5	0.0786605
60.3734228178	7.6757642741	0.5	0.0767576427
61.5000208149	6.6658619422	0.5	0.0666586194
62.0852632185	7.0567265366	0.5	0.0705672654
63.2226943628	6.7089510559	0.5	0.0670895106
63.8334921262	6.1715005345	0.5	0.0617150053
64.9963407009	6.0347883092	0.5	0.0603478831
65.4882446465	6.7085083123	0.5	0.0670850831
65.4882446465	6.3435037577	0.5	0.0634350376
65.4882446465	6.2017757779	0.5	0.0620177578
67.3140048441	6.267724073	0.5	0.0626772407
67.3140048441	5.7319046647	0.5	0.0573190466
67.3140048441	5.5580028488	0.5	0.0555800285
68.86264121	5.3072090971	0.5	0.053072091
70.7696625595	4.9077004054	0.5	0.0490770041
72.207335205	5.0499501513	0.5	0.0504995015
74.1991440742	4.3978442358	0.5	0.0439784424
74.4201135332	4.46614688	0.5	0.0446614688
74.4201135332	4.5045284666	0.5	0.0450452847
76.470298792	3.8781091537	0.5	0.0387810915
76.6189403892	3.9768602192	0.5	0.0397686022
78.8035460679	3.4110437832	0.5	0.0341104378
82.0532443188	2.8638858615	0.5	0.0286388586
84.2012366463	2.5463169676	0.5	0.0254631697
86.334209435	2.1779642664	0.5	0.0217796427
90.5543802837	1.4903408974	0.5	0.014903409
94.7125318987	1.0597514179	0.5	0.0105975142
97.7899001777	0.9136848215	0.5	0.0091368482
101.837599478	0.7196886906	0.5	0.0071968869
102.8395884069	0.6539030746	0.5	0.0065390307
104.8316333914	0.5153174121	0.5	0.0051531741
106.8077795447	0.3674434054	0.5	0.0036744341
107.7899001777	0.6378972923	0.5	0.0063789729
109.742267988	0.6470320171	0.5	0.0064703202
113.408384723	0.5368893192	0.5	0.0053688932
115.3152732796	0.5062726831	0.5	0.0050627268
117.2067062789	0.3761192557	0.5	0.0037611926
119.082834903	0.4133574132	0.5	0.0041335741
120.9438310708	0.4125138292	0.5	0.0041251383
122.7898869827	0.3719578565	0.5	0.0037195786
123.8904365846	0.3520711009	0.5	0.003520711
